Type,Teff,Jstet,RMS_60m,LS_Period,LS_SNR,BLS_Period,BLS_SDE,VmKmag,w1mw4mag
DSCT,5607.0,77.04546,0.05626,0.14703121,16244.05599,0.14705404,8.65613,1.78600025177,3.546000480651889
ED,5584.0,0.00081,0.01983,0.61307531,161.83202,0.61280546,11.29835,1.6180000305176012,5.56300067901611
EC,5979.0,1.83433,0.01585,0.16362733,8247.48778,0.16360098,10.51974,1.2810001373290998,3.0039997100830007
CST,6130.0,-0.13778,0.00031,14.59414789,149.49302,13.8644405,13.39624,1.29699993133545,0.0250000953674307
MISC,4672.60009765625,0.73294,0.00223,8.69781469,125.60387,0.10409945,7.39993,2.564000129699741,-0.1409997940063503
DSCT,7555.0,-1.03058,0.01549,12.10157348,22.91428,0.10557845,8.99749,0.5450000762939009,6.088999748230021
ED,5654.0,1.30626,0.03189,2.22664056,284.79139,2.21907058,10.9944,1.6960000991820987,4.11600017547611
DSCT,7043.0,0.24135,0.00457,0.11369743,3266.37109,0.11371635,8.61138,1.0619993209838992,2.470000267028769
MISC,4773.0,9.20478,0.01107,12.10136087,3064.96533,13.01392209,11.05132,2.5980000495910502,-0.0679998397827104
ED,6008.2998046875,-0.28274,0.0008,14.60545632,26.70205,1.36065605,16.7149,1.325000762939501,2.01399993896486
DSCT,6978.0,2.09787,0.00659,0.10011917,13.54616,0.17923885,9.30066,1.2049999237061009,1.1430006027221502
DSCT,5504.0,-0.91513,0.00627,15.46312111,161.47047,0.11785778,8.91402,1.8540000915527008,2.9519996643066104
RR,5792.0,6.83466,0.10359,0.61578801,1347.57068,0.61657173,8.47129,1.5889997482299003,4.79900074005125
DSCT,7087.0,-0.41623,0.00029,2.24459734,38.18591,0.14716189,9.04129,0.8149995803833114,0.0710000991821306
RR,6096.0,9.28614,0.13887,0.54574525,3087.94275,0.54609007,8.1754,1.3069992065430007,4.14999961853025
CST,5908.0,-0.06219,0.00304,11.1250976,304.23385,13.00500804,9.35757,1.4270000457762997,2.5399999618530096
EC,5591.0,2.91721,0.03244,0.13266739,10049.85448,0.26525453,10.02064,1.8899993896484,4.590000152587871
DSCT,6801.7998046875,4.57689,0.01307,0.11763739,16803.00759,0.11765043,8.8681,0.9329996109009002,1.2780008316040306
DCEP,5692.0,0.50434,0.00917,2.24464661,2626.26571,2.24389545,8.97207,1.8340005874634,3.2010002136230806
DSCT,6886.0,-0.10266,0.01237,0.21230831,84.13538,0.15805923,9.12052,0.8680000305176012,3.17899990081789
DCEP,4698.0,7.16737,0.05562,13.25410381,14205.72277,13.916809,12.06348,2.3760004043579013,2.302000045776369
MISC,3271.0,14.34282,0.02431,13.916504,2544.56508,0.10415349,8.58158,5.47800016403198,1.1209998130798304
MISC,4719.0,4.78943,0.0052,19.88115643,6149.42056,13.9168095,7.53659,2.354000091552772,0.8830003738403285
CST,3506.0,6.09766,0.00723,19.88115571,10670.92578,13.916809,9.99391,4.396000385284419,0.1479997634887704
EC,6418.0,1.27338,0.02682,0.30485222,3090.20725,0.30519887,9.13277,1.072999954223599,5.837999343872061
MISC,3368.0,15.31298,0.02297,13.916504,6008.13361,0.10420759,8.89055,4.67900037765506,0.2130002975463893
MISC,3226.0,10.23692,0.01761,14.64927316,3725.40068,0.10409947,8.62563,5.72499990463252,0.43299961090087
DCEP,5656.0,2.90041,0.02913,7.95246229,9536.89223,8.21724508,10.31383,1.8559999465943005,2.2519998550414613
DCEP,3613.0,0.5084,0.00996,3.81282438,796.9166,7.59513471,9.65615,4.2159996032715,0.7309999465942614
EC,5864.0,2.89548,0.04949,0.19698243,7404.36875,0.19701464,9.66635,1.2200002670287995,4.871000289916971
MISC,5827.0,0.49483,0.00729,9.59758862,353.44207,13.9165035,9.559,1.5930004119872994,2.89200019836424
RR,4519.0,0.23879,0.01696,0.51352413,544.29618,0.51391921,7.88955,2.5820007324219,5.32000064849856
MISC,3748.0,6.78078,0.01091,14.64895158,40942.73859,13.916504,9.14812,3.873000144958451,0.05200004577636
RR,4657.0,0.27046,0.00814,0.61988882,1077.47311,0.61847168,7.69852,2.498000144958501,3.076999664306669
DSCT,7283.0,-0.6294,0.00033,8.43424485,43.90518,0.11326698,8.45185,0.7600002288818395,0.4099998474121111
DSCT,7361.0,-2.95067,0.0082,1.03854507,376.73269,0.10475163,8.99373,0.6259994506835991,2.610999107360829
EC,5341.0,3.21902,0.02228,0.15168184,11951.81554,0.30335329,9.88009,1.8140001296997,2.248000144958459
DCEP,5472.0,0.68344,0.00913,3.16291114,1832.13568,6.38638519,11.46025,2.0810003280640004,1.2799997329712005
DSCT,6252.0,1.64818,0.04274,0.29175701,2599.14452,0.29145566,8.36157,1.1680002212525,5.0799999237060405
DSCT,4345.0,1.41586,0.0249,0.1314744,6377.98317,0.13144707,8.29386,2.898999214172399,4.296000480651879
MISC,3455.0,21.84468,0.03264,11.1332028,1527.74664,13.01386831,8.51241,4.745999813079861,0.1550002098083496
RR,4956.60009765625,0.50949,0.00387,0.68218157,2708.03725,0.68149152,9.80741,2.175000190734899,1.2100000381469798
ED,5986.0,2.42656,0.02721,0.50513626,1168.6836,1.01121616,11.38069,1.3429994583130007,2.48699951171872
DCEP,6381.0,0.75081,0.00903,3.16291114,2156.23565,3.16385358,9.01278,1.6490001678466992,2.06599998474125
DSCT,7350.0,-2.67612,0.01675,16.37271647,88.17749,0.12949586,9.19978,0.5260000228881996,3.3169994354247603
EC,5382.0,0.8567,0.02095,0.14963983,2402.70434,0.29928079,9.76799,1.778999328613299,4.93099975585934
DCEP,3321.0,1.35608,0.01669,3.61475558,2889.14052,3.62058493,8.61017,5.2350006103516,1.34200000762935
EC,5348.0,3.1046,0.04857,0.16248107,8729.73247,0.32497148,10.08313,1.8079996109009,4.51200008392329
ED,5545.0,0.32768,0.01459,0.2668553,485.29469,0.26666457,10.67155,1.6480007171630984,5.0889997482299485
MISC,2683.0,26.42879,0.03438,14.64927263,4210.99843,0.10409947,8.24448,7.44700002670287,1.2120001316070597
MISC,5597.0,5.04473,0.02322,10.30874778,1106.067,0.10409947,8.1346,1.9069995880127009,5.302999496459961
ED,5683.0,0.33625,0.00892,0.42623288,230.60521,0.42652126,11.94128,1.5399999618530007,3.140000343322749
MISC,3161.0,6.84111,0.00622,12.65164455,2692.05299,13.01413546,8.89554,5.340999603271491,0.2170000076293901
RR,5371.0,0.33959,0.01501,0.36594913,1260.84065,0.36585104,8.60882,1.7880001068115003,5.252999305725069
DSCT,7468.0,-1.19794,0.01076,14.64927263,85.12836,0.13507525,9.43849,0.9440002441407014,2.9739999771118004
RR,4393.0,5.30931,0.08364,0.54574525,2915.64362,0.54609007,9.42373,2.7430000305175994,4.178000450134279
MISC,3481.0,0.23882,0.00905,7.51695784,80.40905,13.906372,8.1931,4.449999809265201,1.9959993362426705
DCEP,3425.0,1.18368,0.02291,3.09262422,2318.382,12.22142791,8.6815,4.812000274658301,1.6240005493164311
EC,5696.0,2.89527,0.03508,0.16023609,8560.3718,0.32030248,10.10634,1.5340003967284996,4.07600021362307
MISC,4898.0,-0.27699,0.0012,18.555664,62.62524,13.916748,9.57371,2.1719999313353995,1.4840002059936506
ED,4380.0,2.49987,0.03292,0.29267738,818.63909,0.29273133,11.65786,2.850999832153299,2.2440004348755203
DCEP,3578.0,2.25361,0.07063,2.7833618,1705.281,8.21724508,8.50971,4.315999984741199,2.50600051879883
ED,4718.0,0.77694,0.02251,0.23088059,759.7915,0.23076437,11.02879,2.427000045776401,4.132999420165969
EC,5713.0,1.02941,0.01794,0.20183915,3212.71477,0.20176954,9.816,1.5950002670287995,4.04899978637699
ED,4154.0,-0.15973,0.0063,0.90957542,37.14485,0.91028615,12.7694,3.091000556945801,3.3769998550415004
DCEP,5985.0,2.15204,0.02878,4.71756237,10429.61831,4.7302166,8.89457,2.030000686645499,3.56500053405766
RR,5789.0,1.86214,0.02459,0.30220421,4766.02954,0.30243863,8.75399,1.6040000915526988,4.15100002288818
DSCT,5465.0,0.51049,0.01599,0.18073381,1870.91035,0.18052901,9.32211,1.7109994888306002,4.69799995422359
EC,5549.0,0.98494,0.03074,0.2422713,1908.59241,0.24219738,9.79632,1.6449995040892986,5.586999893188441
CST,4330.0,5.08603,0.01635,11.1332032,1896.30949,13.01386874,7.90967,2.829000473022472,0.3070001602172798
EC,4027.0,2.38961,0.02537,0.14750195,2883.64213,0.14748645,8.2673,3.390001296997001,4.82699966430666
RR,6116.66015625,5.1774,0.1191,0.66907736,2549.92624,0.66788134,7.37722,1.310000419616701,4.481999397277811
DCEP,4202.0,2.78724,0.12573,3.12730427,1571.44122,3.16383782,7.6809,3.1090002059936985,3.92800045013432
CST,5538.0,2.60642,0.01734,11.57994625,3439.82419,0.10420643,7.39921,1.6870002746582011,5.05299949645992
CST,4200.0,3.31094,0.02601,13.906067,1754.4973,0.104207,8.5781,3.1110000610352007,2.1809997558593306
DCEP,3986.0,2.15107,0.04855,3.97623114,2482.60279,12.22142791,8.80669,3.3789997100830007,1.8409996032714504
MISC,2828.0,3.34408,0.01025,12.64193455,1865.84963,13.00479464,12.52994,6.801000118255569,0.8720002174377397
MISC,3223.0,4.83906,0.01044,12.96607619,3872.51645,0.10408218,7.72453,5.226999759674119,0.4479999542236292
DSCT,6633.0,5.52017,0.01404,0.16848142,17927.55624,0.16854852,8.7223,1.3929996490478889,0.0100002288818306
DSCT,6754.0,5.2154,0.04671,0.14649273,16094.21133,0.14641024,8.87574,1.1430006027222,3.8220005035400586
DCEP,3237.0,0.8573,0.015,2.30029901,901.41932,13.916809,9.03523,5.662000656127901,1.906000137329089
DSCT,4878.0,-0.89827,0.0035,3.56841256,17.25963,0.10925791,8.73984,2.260999679565499,3.7909994125366
MISC,4917.0,54.2819,0.07497,13.9168095,3160.72714,0.10409947,8.43766,2.211000442504901,1.620999336242681
RR,5131.0,0.90475,0.02728,0.29390716,883.33046,0.29401808,8.94644,2.000999450683599,4.9960002899170295
ED,5703.0,0.43996,0.00583,1.61823366,338.3245,1.62572903,9.37844,1.6230001449584996,2.222000122070291
DCEP,5572.0,0.45406,0.00706,4.03385768,1803.08285,4.06017795,7.813,2.0129995346069,0.8760004043578995
DCEP,6063.0,-0.07211,0.00265,4.28209508,838.77856,8.56814963,9.84506,1.4259996414184997,1.3769998550415092
EC,5358.0,8.48437,0.04323,0.13993775,14850.69693,0.27967421,9.76452,1.7989997863768998,4.41199970245361
MISC,3658.0,12.40127,0.0234,13.9168095,3068.42244,0.10409947,8.92521,4.09599971771235,0.2140002250671298
EC,4482.0,1.21896,0.03426,0.13690609,4722.53128,0.13691873,9.41207,2.7150011062622017,5.128999710083011
DSCT,6785.0,5.0974,0.03955,0.12939567,14941.92068,0.12941231,8.52859,0.881000518798901,3.574999809265151
ED,5514.0,1.33194,0.01673,1.41284305,1960.2663,2.80943374,10.08581,1.9219999313355007,2.4169998168945312
RR,6360.0,5.96668,0.07494,0.47987945,2996.79444,0.47952836,8.33928,1.4860000610350994,4.522999763488789
DSCT,5668.0,0.32278,0.01221,0.10001125,2405.76107,0.10000068,8.95693,1.9420003890991,3.85299968719481
RR,4327.0,1.47002,0.04699,0.62405848,1274.77337,0.62424428,10.19231,2.9239997863769016,4.2160005569458505
MISC,4514.0,9.58478,0.01579,12.10157304,1580.51735,13.01413546,9.56498,2.5890002250671307,-0.0480003356933593
DCEP,4634.0,0.40831,0.00537,4.63893633,1557.26779,13.916809,9.78862,2.446999549865799,0.4060001373290998
EC,4309.0,1.31075,0.01713,0.12277463,9106.09845,0.12276123,10.09026,2.9499998092650994,4.01900005340574
RR,5307.0,-0.0591,0.00592,0.47471997,487.05438,0.94889261,7.55858,1.8429994583130007,3.55100059509277
DCEP,3708.0,1.12103,0.01045,4.15427134,3666.3956,4.14403591,9.12716,3.969999313354501,0.7010002136230398
