Type,Teff,Jstet,RMS_60m,LS_Period,LS_SNR,BLS_Period,BLS_SDE,VmKmag,w1mw4mag
ED,7907.0,0.33751,0.01877,0.76829099,413.39783,0.76748768,12.24261,0.7200002670287997,4.55700016021731
DCEP,5967.0,1.55105,0.02209,4.28209508,5833.63579,8.56814963,10.33087,1.6639995574950994,2.7419996261596395
ED,5657.0,0.48474,0.00942,0.25418272,1088.62351,0.50870728,10.19641,1.746000289917001,3.2649993896484695
MISC,2455.0,14.88221,0.03147,14.64901579,2903.35406,0.10409946,7.42233,8.42400026321409,1.35800004005432
EC,4594.0,2.798,0.05156,0.13758284,6289.33562,0.27507303,10.19249,2.5739994049072994,3.9349994659424006
ED,6346.0,3.78388,0.03151,0.34362491,1276.64038,0.17186924,9.10913,1.1779994964598988,1.673000335693331
MISC,3153.0,30.5291,0.03693,14.64901579,3672.28416,0.10420759,7.56439,5.801000118255651,0.2800002098083496
MISC,2558.0,13.35134,0.01663,11.59708625,1378.11226,0.10409945,7.67626,7.99200010299681,1.6200001239776598
MISC,3086.0,13.65209,0.01964,16.78367625,2888.39937,13.426941,7.71503,5.649000167846711,0.30299997329712003
ED,5713.0,0.54264,0.01271,2.65076257,510.45961,2.62561269,10.57068,1.5170001983643004,3.8870000839233914
MISC,3685.0,37.42766,0.10159,14.64901579,3619.51226,0.10415349,8.13124,4.026000022888209,1.3049998283386204
EC,6569.0,2.8654,0.07546,0.45702805,2318.986,0.91443479,10.94594,0.9910001754761009,5.105999946594199
EC,5212.0,0.79096,0.02336,0.29578766,1731.14624,0.29575177,9.20285,2.0529994964598988,4.647999763488819
MISC,4135.0,0.12321,0.0105,12.07439913,287.94981,12.19732145,8.60745,3.2119998931884997,3.603000640869091
MISC,3780.0,1.54632,0.01554,13.916809,1102.36216,13.916809,8.96553,3.8000001907349006,1.5360002517700302
DSCT,6252.0,-0.48006,0.00413,0.24806602,49.58742,0.13795427,9.44731,1.289999961852999,4.70700073242185
ED,4247.0,1.28906,0.01778,8.18003912,691.14801,8.5640765,8.92918,2.947999954223601,2.37300014495845
DCEP,5932.0,0.89686,0.00906,4.34900281,3068.45845,4.32259148,9.56697,1.6090002059936985,1.9660005569457901
DCEP,4202.0,2.78724,0.12573,3.12730427,1571.44122,3.16383782,7.6809,3.1090002059936985,3.92800045013432
DCEP,4711.0,2.77206,0.07486,4.5627882,2241.64912,4.62123529,9.18961,2.4359989166259997,4.41099929809573
MISC,3541.0,3.42254,0.00845,21.41000538,14168.17064,10.89407407,7.36849,4.42400026321409,0.09100008010864968
RR,6148.0,0.66984,0.00622,0.47987945,1565.56997,0.47952836,8.51081,1.362999916076701,1.72300052642818
EC,5303.0,0.5074,0.01672,0.13765088,1412.36013,0.27545066,10.49096,1.8460006713868005,4.80500030517574
EC,4996.0,0.23658,0.01146,0.350909,829.93736,0.35050573,9.87089,2.1309995651245988,4.369000434875529
ED,5186.0,3.20002,0.03901,0.47354531,1338.81891,0.94884269,12.17717,2.0539999008178,2.00600051879886
MISC,5199.0,7.77125,0.01108,9.277873,318.40402,0.10409947,8.78925,1.9379997253417987,5.437000274658171
MISC,5712.0,11.04755,0.03198,13.916504,4192.32917,0.10420759,8.97118,1.6429996490478995,3.2410001754760707
MISC,2959.0,28.64507,0.03334,12.651645,1880.40865,0.10409947,8.04457,6.23199939727787,0.37300014495849965
MISC,5126.0,4.18727,0.01191,15.46278167,558.95927,0.10420759,8.40465,2.0690002441405912,0.7400007247924805
RR,5333.0,0.77947,0.01929,0.44897027,599.73652,0.89797599,6.90347,1.9259996414185014,3.94499969482424
ED,6847.0,0.82584,0.00355,1.48620283,469.6849,1.48142889,13.59343,0.8510007858276385,0.5139999389648491
CST,5838.0,8.67235,0.02487,9.94057821,1256.56036,0.1042076,8.32299,1.432999610900799,5.11100006103516
EC,4838.0,-0.08455,0.00552,0.16257955,480.97594,0.16254075,10.54951,2.2309999465942987,3.6059999465942596
MISC,3469.0,6.7689,0.01345,10.30870222,1167.46134,0.1042076,6.92675,4.5870003700256605,0.34999990463257014
MISC,3447.0,7.20794,0.01282,11.59708625,1054.73523,13.01386831,8.96336,4.92700004577637,0.2579998970031703
MISC,3774.0,-0.22276,0.00439,12.10130783,54.10508,0.10426174,7.12368,3.8580007553100018,3.3979997634887287
MISC,3531.0,6.78108,0.01788,13.916565,774.15494,0.10409946,7.71123,4.4560003280639595,0.43800020217894975
MISC,3328.0,29.69926,0.05829,12.651645,2689.29663,0.10409947,7.9278,5.2049999237060405,0.3210000991821298
DSCT,3987.0,-0.58833,0.007,4.71745881,7.83322,0.14587796,11.2947,3.4589996337891,2.5539999008178604
RR,5920.0,21.24564,0.09884,0.48321194,2930.63622,0.48299134,8.01752,1.3769998550414986,2.3470001220703303
DCEP,6090.0,1.6407,0.01325,5.45757216,8478.09694,5.50955175,9.37627,1.9379997253418004,2.41499996185299
EC,8480.0,3.39945,0.03985,0.19315489,9143.74661,0.386285,9.68708,1.0050001144409997,4.26599979400639
MISC,2895.0,6.91239,0.0154,14.64901579,3053.40169,0.10409946,8.53457,6.505999565124521,1.1489996910095304
MISC,6630.0,35.85666,0.05215,14.64895105,570.73282,0.10409945,8.55949,1.09200000762943,0.34300041198731
EC,6238.0,10.36569,0.08816,0.23687666,12212.88273,0.23677006,10.40749,0.9879999160765998,3.1849994659423295
ED,4523.0,1.48844,0.03565,2.22664056,285.95822,2.2438875,10.86014,2.7950000762940004,3.657000541687051
EC,5252.0,0.73304,0.02245,0.19369254,1433.61502,0.19377996,9.77344,1.8910007476806978,5.590000152587901
MISC,4695.0,3.45841,0.03069,8.95153387,159.04465,0.10409712,8.51363,2.3800001144408895,1.3980007171630895
EC,6266.0,4.81422,0.03439,0.14150289,2790.40132,0.14145563,8.35688,1.160000801086401,5.8140001296997195
DCEP,5803.0,0.16221,0.00493,2.92979032,1346.7503,2.93262275,9.33341,1.5590000152588015,2.2959995269775195
MISC,4527.0,2.49722,0.01555,21.41047615,5341.93399,13.0141359,6.71821,2.57200050354008,0.697999954223631
ED,7377.0,13.57876,0.0577,0.35603215,1966.23988,0.71289061,8.90525,0.6160001754760991,1.5539999008179084
RR,4964.0,0.62068,0.01761,0.53525015,821.63019,0.53588053,8.49193,2.1630001068115003,4.2700004577637
DSCT,6472.0,0.41487,0.01325,0.12802728,3039.69399,0.12800872,9.06023,1.0430002212524006,4.90799999237062
ED,4443.0,5.41334,0.05496,3.91133901,1018.90184,3.89976255,11.3912,2.6780004501343004,1.914999961853061
DCEP,4068.0,0.62583,0.00946,2.96102319,1754.92899,2.97613603,9.14148,3.2329998016356996,1.498000144958521
EC,5582.0,0.31929,0.00452,0.16386788,1939.72493,0.16386536,9.75011,1.6190004348754012,3.1979999542236506
ED,6214.0,0.32011,0.0114,0.31485303,977.42604,0.63012565,10.53618,1.1909999847412003,4.21700000762938
EC,4133.0,8.12144,0.03218,0.16420654,10102.30139,0.32816051,10.56203,3.125,0.9560003280639187
EC,6290.0,1.87389,0.05595,0.1750542,2648.47557,0.17501753,10.13756,1.1459999084472,5.288999557495101
MISC,5470.0,48.14741,0.08347,11.59734083,1910.9188,13.01413546,9.59972,1.7510004043578995,1.8369998931884801
RR,5707.0,2.33709,0.05629,0.47415687,1784.40325,0.47386576,8.38803,1.5260000228881996,5.206999778747521
MISC,5955.0,24.63962,0.03963,13.916504,1717.47043,0.10409945,8.28692,1.3539991378784002,5.180000305175799
RR,4432.0,0.50851,0.00622,0.57625275,948.2284,0.57586959,9.3307,2.6920003890990998,1.5489997863769602
MISC,5851.0,10.44363,0.01769,10.70505,482.54512,0.10426174,7.91694,1.6339998245238991,0.45900058746339134
DCEP,3762.0,2.09853,0.04011,3.12737281,3838.18019,3.16385358,8.79622,3.8819990158081,3.2849998474120703
DSCT,7075.0,0.51396,0.00693,0.13394192,2738.46593,0.13390334,8.4348,0.8939990997313991,2.3439998626709
ED,5082.0,0.51588,0.01997,1.84186311,198.87992,1.83355521,13.35436,2.0469999313353995,5.02099990844723
MISC,2702.0,12.21816,0.02494,14.64895105,6361.87292,0.10409945,8.00676,7.36199998855589,1.3109998703002903
MISC,4917.0,54.2819,0.07497,13.9168095,3160.72714,0.10409947,8.43766,2.2110004425049006,1.620999336242681
DCEP,6175.0,0.64602,0.00871,4.28209508,1486.23425,12.22142791,9.63061,1.4359998703003,2.22399997711177
MISC,4638.0,1.05771,0.00772,14.64895105,639.43928,13.9165035,9.27477,2.442999839782699,1.8439998626708896
RR,5078.0,-0.02361,0.00433,0.60330009,509.83025,0.60356783,8.92773,2.0069999694824006,3.3940000534057706
MISC,3456.0,26.78532,0.03007,11.1332028,1590.32393,0.10426174,7.59493,4.57299995422363,0.21099996566772017
DCEP,5933.0,0.12344,0.00855,2.60127271,738.05297,2.59170837,8.80694,1.5320005416869993,3.1829996109009002
MISC,3325.0,8.28816,0.00951,12.65164455,8597.90864,13.01413546,9.37296,4.95600032806394,0.18099975585937056
DSCT,4196.0,-0.24816,0.00274,11.59734083,138.05916,0.17593833,9.41577,3.1179990768431978,4.57299995422362
DCEP,4297.0,0.33494,0.01287,3.02539326,963.24715,3.02094567,8.76834,2.9680004119872994,3.1739997863769798
ED,4980.0,12.81927,0.07141,5.35261885,1053.38186,10.89426128,11.74023,2.1929998397827113,1.0499992370605504
MISC,2489.0,10.20568,0.02297,13.916504,3248.19272,0.10420759,8.73571,8.280999660491961,1.3969998359680202
MISC,4113.0,0.06217,0.02723,13.916748,131.78568,13.01408212,12.94411,3.246999740600602,4.32500076293949
DCEP,3574.0,1.80802,0.03647,2.89933521,3234.37883,2.89038983,7.95397,4.326000213623001,1.8930006027222
MISC,4476.10009765625,3.88614,0.01151,25.30273364,3925.86225,0.10409945,7.0995,3.4320001602173296,0.25399971008299893
MISC,3531.0,25.38188,0.04378,11.59708667,1852.66364,13.01386874,9.08591,4.52099990844725,0.2909998893737802
EC,5834.0,1.91189,0.03017,0.15488937,4505.53135,0.15488686,10.55787,1.5689992904662997,5.17800045013426
MISC,2628.0,10.88538,0.01138,14.64895158,956.77478,0.10420759,8.58714,7.690000057220501,1.5340003967285094
RR,5650.0,1.8724,0.03208,0.87252721,2394.41428,0.87078142,9.71031,1.5679998397827006,4.861999511718729
ED,5706.0,0.6457,0.02532,0.43598678,156.55094,0.87057543,12.28902,1.7910003662110014,5.0490007400512305
MISC,3953.0,6.8078,0.02041,23.19417333,9525.08264,0.10426174,7.74862,3.4399995803833106,0.2469997406005806
EC,4995.0,1.87244,0.01293,0.12605806,12838.89034,0.12615753,10.00846,2.1319999694824006,3.7530002593994514
RR,4624.0,0.28502,0.01492,0.51069739,441.11811,0.50870728,6.15051,2.605999946594199,4.6540002822876385
MISC,5706.0,-0.20977,0.00264,11.133252,152.85558,9.82698095,8.08896,1.8420000076293999,3.00900077819821
DSCT,4171.0,5.12662,0.00343,0.19195178,1009.59981,0.19211005,7.20007,3.19099998474121,0.09800004959106978
MISC,4656.0,4.76812,0.01096,11.125098,2103.09493,0.10426117,7.7334,2.5000009536742986,4.774000167846699
RR,6096.0,9.28614,0.13887,0.54574525,3087.94275,0.54609007,8.1754,1.3069992065430007,4.14999961853025
MISC,5680.0,27.57344,0.03655,12.65136727,1860.35931,0.10409945,7.82198,1.6809997558593999,3.8550004959106197
ED,6240.0,9.89084,0.04561,0.39591761,2269.42493,0.79174885,10.98484,1.3360004425048704,1.23700046539307
DCEP,9732.0,0.19655,0.00778,2.65082076,884.80967,2.62562357,8.52212,-0.09500026702879971,5.00100040435788
MISC,3894.0,1.34761,0.00618,11.59708625,599.21011,13.01386831,10.3375,3.555999755859389,0.40400028228759943
ED,6064.0,3.4893,0.02232,0.21812701,1088.62145,0.21799139,12.2689,1.4920005798340004,2.5029993057250906
ED,5133.0,2.06839,0.02351,0.39367762,1534.09031,0.78863684,10.59508,1.9990005493163991,2.911999702453631
MISC,2907.0,29.86428,0.03743,12.65136727,1845.20841,0.10420759,7.84349,6.144999980926481,0.6489996910095206
MISC,4121.0,1.28172,0.00319,11.1082028,338.05477,9.81135785,8.92719,3.14399957656856,0.07600021362303977
MISC,3491.0,25.41634,0.01984,11.1334472,1497.77648,0.10409947,7.69221,4.51600027084351,0.08500003814696999
DSCT,5973.0,-1.33962,0.00237,0.19274936,184.24358,0.11365193,9.63875,1.3420000076293999,1.6370000839233896
MISC,5597.0,5.04473,0.02322,10.30874778,1106.067,0.10409947,8.1346,1.9069995880127006,5.302999496459961
MISC,3205.0,0.50058,0.00268,15.40493389,4037.0605,13.8644405,13.6983,5.855000019073459,0.5269999504089302
EC,5573.0,1.56515,0.04099,0.16113988,2527.96916,0.16110373,10.11498,1.6260004043579013,5.027000427246051
EC,4645.0,0.44588,0.01187,0.1047164,2855.65112,0.20934839,9.03357,2.5129995346069,3.2969999313354705
EC,3966.0,10.94125,0.03266,0.18793801,12778.06419,0.37614662,9.01032,3.4949998855591,4.631999969482429
MISC,4877.0,4.70021,0.00763,11.1333984,838.47979,0.10409947,7.6483,2.2889995574951207,-0.029000282287589663
EC,5738.0,6.28893,0.0758,0.18806499,15013.05099,0.18814691,10.0799,1.6389999389647993,3.56999969482424
MISC,3367.0,14.6252,0.02185,13.25381286,2315.81628,0.10420759,8.70383,5.0379996299743395,0.36300039291381925
MISC,4895.0,4.62257,0.01178,12.10130783,2118.10841,0.10409945,7.6873,2.2340011596679012,4.73700046539307
RR,6199.0,4.88042,0.11056,0.50806691,1622.79564,0.50739298,7.44092,1.1969995498656996,5.039999961853001
MISC,4583.2001953125,0.64237,0.00298,7.32447579,235.93215,13.916504,9.62337,3.0739994049072,0.17800045013427912
MISC,3382.0,0.96502,0.01697,11.59734083,561.28483,12.22142791,8.76327,4.9759998321533985,1.3519992828368803
EC,4759.0,1.26286,0.00676,0.13785541,9920.40921,0.27582933,9.01073,2.3109998703003,1.8900003433227894
EC,4824.0,2.21736,0.03207,0.18441933,4029.33646,0.36921007,9.87649,2.310000419616701,4.067000389099091
DSCT,6969.0,0.989,0.00357,1.11332032,237.65714,0.18814685,9.21744,0.8790006637573207,-0.04599952697753906
MISC,3586.0,2.54631,0.00922,14.64927263,1495.49729,0.10409947,8.35638,4.292999267578141,-0.6789999008178693
MISC,5068.0,0.53499,0.01249,13.916809,668.46422,13.916809,8.84522,2.1319999694824006,3.1510000228882102
MISC,4786.0,73.07643,0.08678,14.64895158,562.18538,0.10420759,8.50865,2.2829999923706,2.69200038909913
MISC,4754.0,1.01116,0.00195,12.10157304,639.80954,0.10409947,6.92482,2.4650001525878906,0.01999998092651012
DCEP,3214.0,0.39079,0.00863,3.27454329,819.98739,13.01413546,9.75443,5.798999786377001,1.3009996414184286
MISC,3553.0,1.88247,0.00846,14.64927263,1617.76118,0.10409947,8.26742,4.3900003433227806,1.61399984359742
MISC,4529.0,-0.15394,0.00193,14.64920842,279.05653,13.01408212,9.31451,2.6540002822875888,1.4749994277954102
DCEP,3611.0,1.41429,0.01325,9.94057786,4852.65521,9.82710261,11.80692,4.221000671386701,0.8000001907348704
RR,6388.0,8.73815,0.13055,0.67067489,2643.98657,0.67011123,9.06236,1.1649999618530007,4.18600082397462
RR,6621.0,4.58971,0.09962,0.47415687,2716.68885,0.47386576,8.33928,0.96399974823,5.100000381469709
DCEP,3728.0,1.8817,0.02183,5.92204638,5674.78877,6.00416515,10.26414,3.9209995269775,1.50899982452394
DSCT,6826.0,1.02947,0.00787,15.46312111,158.34277,0.18200288,9.2589,1.1040000915527006,2.5290002822875888
MISC,4580.0,1.39163,0.00471,12.01097565,2007.44305,12.92298145,11.97121,2.508999824523899,1.6660003662109393
MISC,4146.0,2.45352,0.01555,15.27757444,4426.82971,13.749817,9.65434,3.1029996871948704,0.15100002288818892
EC,5589.0,3.95952,0.04826,0.1843286,11209.41362,0.18434393,9.67363,1.8179998397827006,3.57800006866454
RR,7673.0,4.50981,0.11078,0.53319939,2256.49557,0.53303326,8.31727,0.5,6.062000274658169
DCEP,3253.0,1.2159,0.02196,2.57718685,897.75164,13.01413546,8.5059,5.1529998779297,2.44700050354008
ED,3772.0,0.21869,0.01747,0.17208664,816.78816,0.17216099,10.66125,3.8629989624022976,3.8969993591309002
EC,5839.0,6.1371,0.02075,0.13670436,12256.33735,0.27357281,9.99826,1.4320001602172994,1.2869997024536008
MISC,3298.0,8.39611,0.01325,17.39562937,11676.43668,0.10409945,7.88329,5.01700019836426,0.24799966812134056
ED,4651.0,1.69612,0.05636,0.23350351,851.55113,0.46724506,11.22154,2.5049991607666,4.11299991607669
EC,6617.0,26.86688,0.09288,0.22777101,12996.36067,0.22763692,9.24293,0.9659996032715004,1.136000633239739
DSCT,7403.0,-0.3645,0.0018,17.39563,44.16827,0.16798406,10.11599,0.7779998779296999,2.9300003051757795
RR,4112.0,0.22923,0.01746,0.49524925,457.87426,0.49490477,8.05507,3.158999443054199,4.304999351501429
MISC,3282.0,6.12632,0.01667,11.86603087,1622.99699,12.7769618,10.63393,5.421000480651871,2.22499990463257
DSCT,6134.0,0.07671,0.00759,0.10001125,5791.12827,0.10000068,9.36789,1.5390005111693998,4.16900062561038
MISC,4364.0,5.71319,0.02724,13.25410381,8333.42486,0.10409947,8.64254,2.79699993133541,0.1120004653930593
MISC,3630.0,1.8226,0.00951,13.916809,987.88577,13.916809,8.6313,4.16899967193606,0.4299998283386204
DCEP,3918.0,0.75361,0.02964,2.31946817,1062.70387,2.32179287,8.08883,3.5819997787476012,3.33100032806394
EC,5638.0,2.24284,0.03393,0.1466471,6123.82506,0.29315904,9.42933,1.5770006179810014,4.7060003280639595
DCEP,6227.240234375,0.09378,0.00266,3.02539326,770.97122,6.00416515,7.68802,1.3710002899169993,1.0859994888306002
MISC,4961.0,18.59956,0.04024,13.916504,1041.70512,0.10409945,8.25213,2.165999412536701,5.38199996948247
MISC,5472.0,2.3381,0.02009,6.958252,133.63156,0.10420759,8.57743,1.9969997406006001,2.284999847412159
MISC,4902.0,4.39879,0.00309,9.27766933,293.51823,0.10409945,8.69777,2.1679997444152797,0.02300024032592951
ED,4513.0,2.4231,0.03302,0.29267738,855.62985,0.29273133,11.7947,2.675000190734899,3.4670000076293785
MISC,5862.0,6.12519,0.0199,13.916504,738.32838,0.10409945,8.77882,1.5,1.793999671936021
MISC,3870.0,54.69261,0.09168,14.63828632,1712.75578,0.10415292,8.51492,3.604999542236298,3.11399936676027
RR,5971.0,12.68501,0.0834,0.59727485,3151.43704,0.59818894,9.34929,1.3590002059937003,2.873000144958551
MISC,2934.0,20.15728,0.03304,13.916565,3311.85148,0.10409946,8.56371,6.33499956130983,0.4220004081726092
EC,5085.0,-0.10967,0.00622,0.14300267,496.50388,0.14296424,10.01752,2.043999671935998,5.053999900817841
EC,5658.0,7.97092,0.02466,0.18857465,14622.56285,0.18850043,10.22574,1.5620002746582013,0.882999420166021
RR,5159.0,-0.03092,0.00172,0.85906228,1110.35143,0.85958969,9.63184,1.9749994277954013,0.9759998321532812
MISC,3286.0,4.96732,0.01065,11.1334476,2096.60795,0.10426175,7.72955,5.40000009536744,0.25500011444091975
MISC,4704.0,10.96766,0.01603,13.916504,1376.2329,0.10409945,8.57151,2.4440002441405984,4.94199943542478
EC,4606.0,0.39577,0.0121,0.12554632,4003.22308,0.12552612,11.31176,2.6909999847412003,3.954999923706021
RR,5870.0,6.18032,0.06095,0.55334012,2275.46574,0.55362406,9.44705,1.5830001831055007,4.5870008468628
ED,5937.0,13.36485,0.03486,2.72878618,780.64137,5.50955183,10.79049,1.366000175476069,0.5069999694824201
DCEP,4698.0,7.16737,0.05562,13.25410381,14205.72277,13.916809,12.06348,2.3760004043579013,2.302000045776369
MISC,4767.0,29.26784,0.02999,11.59734125,2189.48067,13.0141359,10.49985,2.3720006942749006,2.55200004577636
MISC,3986.0,0.25736,0.00124,11.59708625,221.17544,10.33303397,8.67563,3.3790001869202104,0.08799982070923029
EC,5277.0,0.36356,0.01238,0.12165043,3510.00303,0.12164485,10.39842,1.8689994812012003,5.4779996871948295
MISC,3454.0,20.33196,0.05505,13.916565,2311.67948,0.10409946,7.81824,4.708000183105479,1.2070002555847195
MISC,3498.0,2.2656,0.00867,14.64901579,2481.89079,0.10409946,8.03777,4.55900001525876,1.1339998245239302
MISC,3297.0,21.18586,0.02225,13.25381333,2928.7689,0.10420759,8.59488,5.158999919891411,0.2330002784728995
EC,4962.83984375,-0.01257,0.00121,0.17363074,2433.15723,0.1736542,9.91818,2.0060005187988104,0.5430002212524396
MISC,3655.0,0.59743,0.00825,6.16674822,122.75832,0.10409713,7.96779,4.119000434875501,2.0419998168945703
MISC,3391.0,4.29497,0.01493,11.32234,1736.19105,0.10409989,6.71408,4.940999507904039,0.23000001907348988
DCEP,4172.0,0.84056,0.02303,2.46315204,1460.47554,2.46437879,8.77103,3.154000282287601,3.138999938964819
EC,6030.0,6.24639,0.05235,0.16848438,13219.43039,0.16840709,10.23587,1.6319999694823988,3.7150001525878995
RR,5284.0,0.79043,0.03705,0.58350122,776.35232,0.58255763,10.18584,1.8629999160766992,5.914999961853049
DCEP,5259.0,4.73117,0.04839,8.69800562,8960.54844,8.56814963,11.25764,1.8850002288818004,3.703999519348141
MISC,3424.0,11.4148,0.01778,11.59708667,1600.14883,0.10426174,7.59131,4.816999912261999,0.2940001487731898
DCEP,3986.0,2.15107,0.04855,3.97623114,2482.60279,12.22142791,8.80669,3.3789997100830007,1.8409996032714506
MISC,3268.0,12.60208,0.01249,11.59708667,1868.85119,13.01386874,11.52001,5.49099969863895,0.38399982452392045
MISC,2884.0,13.96764,0.02413,13.916809,3016.52746,0.10409947,8.40106,6.55199956893917,1.22300004959106
EC,5079.0,0.02892,0.00653,0.12789688,1520.80347,0.12792537,11.03261,2.098000526428301,3.3789997100829794
DCEP,6197.0,0.14101,0.00443,3.39434366,1345.4371,3.37684558,9.42358,1.4460000991821005,1.3999996185302397
MISC,5124.0,7.21287,0.05159,14.64895158,2888.40813,0.10420759,8.10778,2.006999969482399,2.9230003356934002
DCEP,7250.0,0.07057,0.00248,2.7833618,1745.48794,8.21724508,9.43922,1.2119998931884997,1.748000144958521
MISC,2691.0,11.54733,0.027,14.64895158,2401.68692,0.10420759,8.38331,7.409999847412091,1.0040001869201696
EC,6387.0,15.24795,0.03804,0.21592714,13017.83575,0.216113,9.44938,1.2120008468627788,0.8079996109008789
RR,6467.0,5.98084,0.08641,0.67067489,2007.66693,0.67011123,8.95811,1.0459995269775995,4.941999435424821
EC,4847.0,4.47129,0.02459,0.16042431,2491.35353,0.16046093,9.41374,2.22200012207027,1.5459995269775408
MISC,2491.0,29.16401,0.03534,13.916565,3701.84705,0.10409946,8.73226,8.275999546051022,1.46100020408631
EC,4578.0,1.03468,0.01809,0.14526941,2507.87214,0.29061137,9.75562,2.6350002288818004,2.802000045776399
DCEP,5082.0,0.73958,0.02793,3.12730427,802.76326,3.0209313,8.3625,2.046999931335499,5.065999984741181
MISC,6090.0,-0.22247,0.00085,15.46285,339.33485,13.916565,11.12564,1.5209999084472994,0.6420001983642809
ED,5421.0,0.99409,0.01058,0.3871157,155.19632,0.77343765,10.1261,1.7470006942749006,6.12699985504147
EC,5612.0,0.0303,0.02182,0.13792368,333.38933,0.27581303,10.22429,1.5959987640380984,6.266000747680659
MISC,2721.0,11.90296,0.02506,14.64901579,4655.30214,0.10420759,8.26842,7.2789998054503995,1.24200010299682
ED,4675.0,0.81733,0.01188,0.25112791,573.31866,0.50228469,11.23594,2.4019994735717987,3.08800029754636
DCEP,7975.0,-0.01424,0.00597,1.71812457,267.91548,3.43465113,7.06147,0.39200019836430045,5.02799987792968
MISC,4539.0,0.83533,0.00418,11.86581826,985.36334,0.104084,7.76397,2.558000564575199,0.9780006408691388
MISC,3687.0,2.56235,0.00391,9.23352929,412.2431,0.10409385,7.36835,4.021000385284429,0.28599977493285955
DSCT,7463.0,-0.83731,0.00806,16.37242941,61.71782,0.14566616,9.7084,0.5809993743896005,1.5760002136230113
RR,6349.0,9.08416,0.08738,0.51163618,2653.25523,0.51129996,8.95805,1.6080007553101012,3.77000045776367
DSCT,6930.0,3.56281,0.03696,0.11501445,12483.32488,0.11502013,8.22524,1.1429996490478995,3.6929998397827397
MISC,3225.0,7.01984,0.01432,14.64927263,5646.35779,0.10409947,7.74723,5.7310004234314205,0.4800000190734899
ED,4154.0,-0.15973,0.0063,0.90957542,37.14485,0.91028615,12.7694,3.091000556945801,3.3769998550415004
DCEP,3385.0,1.13005,0.02543,2.96102319,815.952,8.95036074,9.58017,4.7719993591309,1.5760002136230185
MISC,4684.0,0.79463,0.00606,14.62736421,184.53321,0.1040983,8.0664,2.3920001983643004,1.02199935913087
EC,6853.0,2.01937,0.01656,0.30352244,5023.09679,0.60724096,10.48672,0.9739999771118004,3.6039991378784215
MISC,6319.0,1.50383,0.00316,9.59779931,460.10335,0.10409947,8.66772,1.482999801635751,0.4020004272460902
MISC,3208.0,25.27547,0.02021,14.64901579,2503.32609,0.10409946,8.28748,5.708000183105499,0.38800001144409
MISC,5795.0,-0.06345,0.00225,19.85142357,672.89004,0.10420643,7.12635,1.592999458312999,2.33099937438965
DSCT,7138.0,-0.34483,0.00247,14.64895105,24.80134,0.15982181,10.00389,0.9040002822875994,3.5659999847411896
EC,4163.0,0.48082,0.00508,0.28693823,3282.54919,0.57422151,10.43352,3.27099990844723,1.027999877929691
MISC,3687.0,0.49897,0.01739,13.25410381,291.02554,0.1042076,6.758,4.3259992599487,3.010000228881829
ED,5431.0,0.00153,0.00562,0.90661264,227.61593,1.81712927,12.62511,1.8150005340575994,2.88500022888182
MISC,3554.0,2.89436,0.02195,9.59060172,237.94855,0.10409889,8.37349,4.385000228881799,1.5720005035400195
DCEP,5815.39013671875,-0.03858,0.00126,3.61475558,835.27365,7.31811515,9.76837,1.7430000305175408,0.31500053405761896
ED,6030.0,0.61686,0.00406,1.25943973,55.75871,1.25860302,12.76895,1.3730001449584996,1.3119993209838814
EC,5591.0,2.91721,0.03244,0.13266739,10049.85448,0.26525453,10.02064,1.8899993896484002,4.590000152587871
DCEP,8515.0,1.21097,0.01213,3.76129973,3896.1828,7.59513471,8.69254,0.3339996337890998,2.6470003128052007
RR,5909.0,-0.07208,0.00276,0.60070721,326.92852,0.60175821,8.32529,1.4510002136231002,2.36699962615965
MISC,3563.0,20.80354,0.06325,13.25410381,2643.70964,0.10409947,8.60323,4.360000610351539,0.4060001373290998
DCEP,3726.0,3.53793,0.02239,13.916809,15723.09582,13.916809,10.28454,3.925000190734801,1.4539995193481197
MISC,5847.0,3.77241,0.01003,25.30329,21333.07246,0.10426175,8.10428,1.6870002746581996,4.9600000381469815
MISC,3415.0,1.68744,0.00641,14.64895158,5707.43944,0.10409945,8.30597,5.01599979400637,0.11599969863891069
MISC,9126.0,0.61963,0.00347,15.46278222,823.32822,13.01386874,12.63028,0.05000019073480111,1.6590003967285405
RR,6535.0,4.12095,0.06312,0.46699678,3187.73405,0.46724472,8.29413,1.0089998245238991,5.194000244140659
EC,5158.0,2.44372,0.01655,0.15859264,10082.1742,0.31726364,9.38926,2.0640001296997,2.1520004272460884
EC,5341.0,3.21902,0.02228,0.15168184,11951.81554,0.30335329,9.88009,1.8140001296997,2.248000144958459
MISC,5888.0,8.37708,0.00856,13.916809,133.96038,0.10409947,8.00092,1.449000358581559,-0.04900074005126953
EC,5391.0,-0.01294,0.00542,0.14908205,771.43066,0.29839077,9.65743,1.7720003128052007,4.01299953460698
DCEP,4088.0,0.31443,0.01295,3.76129973,574.41803,11.51974555,9.181,3.288999557495199,2.401000022888139
DCEP,3731.0,0.98374,0.00963,5.79867042,2643.55671,11.51974555,10.37891,3.9460000991821005,1.0970001220703196
ED,6590.0,21.95104,0.06351,0.49349305,1745.40927,0.9863605,11.40109,1.1079998016357404,-0.041000366210930395
